date,data,cols
2006-10-02,11.3515,tmin
2006-10-09,10.8958,tmin
2006-10-16,10.0343,tmin
2006-10-23,10.4299,tmin
2006-10-30,5.6233,tmin
2006-11-06,6.376,tmin
2006-11-13,7.8866,tmin
2006-11-20,6.1429,tmin
2006-11-27,6.5797,tmin
2006-12-04,6.346,tmin
2006-12-11,5.6798,tmin
2006-12-18,3.0899,tmin
2006-12-25,3.3312,tmin
2007-01-01,5.1388,tmin
2007-01-08,7.3031,tmin
2007-01-15,5.852,tmin
2007-01-22,-1.4883,tmin
2007-01-29,4.6935,tmin
2007-02-05,-0.8357,tmin
2007-02-12,3.1364,tmin
2007-02-19,4.2463,tmin
2007-02-26,3.4732,tmin
2007-03-05,5.2523,tmin
2007-03-12,4.0641,tmin
2007-03-19,3.3875,tmin
2007-03-26,4.9583,tmin
2007-04-02,3.8898,tmin
2007-04-09,8.1748,tmin
2007-04-16,5.228,tmin
2007-04-23,10.2928,tmin
2007-04-30,6.7261,tmin
2007-05-07,9.1473,tmin
2007-05-14,7.4659,tmin
2007-05-21,10.6124,tmin
2007-05-28,10.7218,tmin
2007-06-04,15.0381,tmin
2007-06-11,14.0827,tmin
2007-06-18,13.208,tmin
2007-06-25,11.4168,tmin
2007-07-02,12.3944,tmin
2007-07-09,12.765,tmin
2007-07-16,14.1767,tmin
2007-07-23,12.818,tmin
2007-07-30,12.1856,tmin
2007-08-06,13.744,tmin
2007-08-13,13.3133,tmin
2007-08-20,13.4407,tmin
2007-08-27,11.1987,tmin
2007-09-03,11.9252,tmin
2007-09-10,11.0651,tmin
2007-09-17,10.5842,tmin
2007-09-24,9.876,tmin
2007-10-01,8.8157,tmin
2007-10-08,6.8975,tmin
2007-10-15,6.3323,tmin
2007-10-22,5.2622,tmin
2007-10-29,8.2045,tmin
2007-11-05,5.7483,tmin
2007-11-12,1.1702,tmin
2007-11-19,3.4146,tmin
2007-11-26,4.6957,tmin
2007-12-03,5.6882,tmin
2007-12-10,0.9721,tmin
2007-12-17,-3.0457,tmin
2007-12-24,2.2093,tmin
2007-12-31,-0.7949,tmin
2008-01-07,3.9443,tmin
2008-01-14,4.5216,tmin
2008-01-21,4.2183,tmin
2008-01-28,2.6024,tmin
2008-02-04,2.3028,tmin
2008-02-11,-1.3751,tmin
2008-02-18,3.0365,tmin
2008-02-25,4.5269,tmin
2008-03-03,2.5037,tmin
2008-03-10,3.4709,tmin
2008-03-17,-0.1059,tmin
2008-03-24,0.7523,tmin
2008-03-31,3.6859,tmin
2008-04-07,0.1224,tmin
2008-04-14,2.3691,tmin
2008-04-21,6.446,tmin
2008-04-28,6.2704,tmin
2008-05-05,9.4236,tmin
2008-05-12,9.5058,tmin
2008-05-19,7.9399,tmin
2008-05-26,12.558,tmin
2008-06-02,14.5174,tmin
2008-06-09,9.946,tmin
2008-06-16,10.7827,tmin
2008-06-23,12.1016,tmin
2008-06-30,13.6624,tmin
2008-07-07,12.4124,tmin
2008-07-14,12.7947,tmin
2008-07-21,14.4811,tmin
2008-07-28,16.2328,tmin
2008-08-04,14.5048,tmin
2008-08-11,12.2583,tmin
2008-08-18,13.2169,tmin
2008-08-25,14.359,tmin
2008-09-01,12.5861,tmin
2008-09-08,12.3623,tmin
2008-09-15,7.4913,tmin
2008-09-22,8.8027,tmin
2008-09-29,8.1795,tmin
2008-10-06,8.925,tmin
2008-10-13,9.2663,tmin
2008-10-20,6.5762,tmin
2008-10-27,2.3535,tmin
2008-11-03,7.8147,tmin
2008-11-10,7.1935,tmin
2008-11-17,3.0415,tmin
2008-11-24,1.1485,tmin
2008-12-01,0.8177,tmin
2008-12-08,-0.1406,tmin
2008-12-15,1.7751,tmin
2008-12-22,0.9333,tmin
2008-12-29,-4.647,tmin
2009-01-05,-5.0013,tmin
2009-01-12,1.1459,tmin
2009-01-19,0.9829,tmin
2009-01-26,-2.5512,tmin
2009-02-02,-0.3579,tmin
2009-02-09,-1.0767,tmin
2009-02-16,0.2403,tmin
2009-02-23,3.8876,tmin
2009-03-02,2.5863,tmin
2009-03-09,3.2736,tmin
2009-03-16,1.026,tmin
2009-03-23,2.0316,tmin
2009-03-30,3.7186,tmin
2009-04-06,7.9923,tmin
2009-04-13,7.6737,tmin
2009-04-20,6.786,tmin
2009-04-27,7.0486,tmin
2009-05-04,8.3266,tmin
2009-05-11,8.3413,tmin
2009-05-18,8.4884,tmin
2009-05-25,9.3249,tmin
2009-06-01,8.3238,tmin
2009-06-08,9.7657,tmin
2009-06-15,9.5047,tmin
2009-06-22,13.2031,tmin
2009-06-29,14.9623,tmin
2009-07-06,12.311,tmin
2009-07-13,14.4657,tmin
2009-07-20,13.4045,tmin
2009-07-27,13.2728,tmin
2009-08-03,14.7284,tmin
2009-08-10,14.2379,tmin
2009-08-17,13.859,tmin
2009-08-24,13.0457,tmin
2009-08-31,13.2517,tmin
2009-09-07,13.2843,tmin
2009-09-14,11.654,tmin
2009-09-21,10.7117,tmin
2009-09-28,10.009,tmin
2009-10-05,7.2769,tmin
2009-10-12,4.5923,tmin
2009-10-19,5.4985,tmin
2009-10-26,8.0269,tmin
2009-11-02,4.2998,tmin
2009-11-09,6.5321,tmin
2009-11-16,8.0983,tmin
2009-11-23,7.0674,tmin
2009-11-30,2.6161,tmin
2009-12-07,3.1,tmin
2009-12-14,-6.8231,tmin
2009-12-21,-1.5772,tmin
2009-12-28,-4.6911,tmin
2010-01-04,-6.3509,tmin
2010-01-11,-3.4216,tmin
2010-01-18,-2.3095,tmin
2010-01-25,-5.3493,tmin
2010-02-01,-2.0969,tmin
2010-02-08,-5.7736,tmin
2010-02-15,-3.771,tmin
2010-02-22,1.6365,tmin
2010-03-01,-2.7647,tmin
2010-03-08,-1.2122,tmin
2010-03-15,4.3955,tmin
2010-03-22,5.2306,tmin
2010-03-29,3.9647,tmin
2010-04-05,4.5507,tmin
2010-04-12,2.2402,tmin
2010-04-19,2.6988,tmin
2010-04-26,7.4057,tmin
2010-05-03,4.7905,tmin
2010-05-10,4.4911,tmin
2010-05-17,6.9818,tmin
2010-05-24,6.8598,tmin
2010-05-31,8.3722,tmin
2010-06-07,11.7051,tmin
2010-06-14,9.0994,tmin
2010-06-21,9.6432,tmin
2010-06-28,14.6801,tmin
2010-07-05,14.7465,tmin
2010-07-12,15.656,tmin
2010-07-19,14.8061,tmin
2010-07-26,13.7094,tmin
2010-08-02,13.1421,tmin
2010-08-09,13.1368,tmin
2010-08-16,14.0927,tmin
2010-08-23,12.173,tmin
2010-08-30,9.6686,tmin
2010-09-06,11.7612,tmin
2010-09-13,10.1896,tmin
2010-09-20,9.8398,tmin
2010-09-27,9.733,tmin
2010-10-04,10.7781,tmin
2010-10-11,5.1682,tmin
2010-10-18,5.1466,tmin
2010-10-25,6.2625,tmin
2010-11-01,7.0946,tmin
2010-11-08,4.2682,tmin
2010-11-15,2.411,tmin
2010-11-22,-1.8212,tmin
2010-11-29,-5.6053,tmin
2010-12-06,-2.0151,tmin
2010-12-13,-6.2448,tmin
2010-12-20,-6.9586,tmin
2010-12-27,-5.0793,tmin
2011-01-03,-0.5586,tmin
2011-01-10,3.1804,tmin
2011-01-17,0.7162,tmin
2011-01-24,-2.0494,tmin
2011-01-31,2.5425,tmin
2011-02-07,1.2424,tmin
2011-02-14,-0.0964,tmin
2011-02-21,-1.4073,tmin
2011-02-28,-1.6214,tmin
2011-03-07,1.4275,tmin
2011-03-14,2.9617,tmin
2011-03-21,1.0081,tmin
2011-03-28,3.9268,tmin
2011-04-04,5.6071,tmin
2011-04-11,4.1126,tmin
2011-04-18,8.7579,tmin
2011-04-25,8.6519,tmin
2011-05-02,6.3019,tmin
2011-05-09,9.775,tmin
2011-05-16,9.7926,tmin
2011-05-23,9.6131,tmin
2011-05-30,10.3813,tmin
2011-06-06,10.0378,tmin
2011-06-13,11.3293,tmin
2011-06-20,11.3565,tmin
2011-06-27,13.0656,tmin
2011-07-04,12.3511,tmin
2011-07-11,13.0817,tmin
2011-07-18,12.2731,tmin
2011-07-25,12.5803,tmin
2011-08-01,14.6125,tmin
2011-08-08,12.6231,tmin
2011-08-15,11.7051,tmin
2011-08-22,13.6968,tmin
2011-08-29,11.317,tmin
2011-09-05,13.214,tmin
2011-09-12,10.7952,tmin
2011-09-19,10.0643,tmin
2011-09-26,11.4885,tmin
2011-10-03,9.8548,tmin
2011-10-10,6.9709,tmin
2011-10-17,4.5703,tmin
2011-10-24,7.308,tmin
2011-10-31,9.2272,tmin
2011-11-07,3.2738,tmin
2011-11-14,-0.418,tmin
2011-11-21,3.5334,tmin
2011-11-28,4.0694,tmin
2011-12-05,1.6804,tmin
2011-12-12,2.7343,tmin
2011-12-19,3.5515,tmin
2011-12-26,5.2712,tmin
2012-01-02,4.2734,tmin
2012-01-09,3.0354,tmin
2012-01-16,0.2566,tmin
2012-01-23,-0.7986,tmin
2012-01-30,-8.5821,tmin
2012-02-06,-8.3305,tmin
2012-02-13,1.1053,tmin
2012-02-20,2.3653,tmin
2012-02-27,4.4335,tmin
2012-03-05,2.5049,tmin
2012-03-12,4.1012,tmin
2012-03-19,2.8574,tmin
2012-03-26,3.8998,tmin
2012-04-02,1.3684,tmin
2012-04-09,3.1634,tmin
2012-04-16,3.2454,tmin
2012-04-23,6.7691,tmin
2012-04-30,7.7452,tmin
2012-05-07,7.7234,tmin
2012-05-14,7.4041,tmin
2012-05-21,13.5817,tmin
2012-05-28,8.9429,tmin
2012-06-04,9.4092,tmin
2012-06-11,9.422,tmin
2012-06-18,12.0323,tmin
2012-06-25,12.7718,tmin
2012-07-02,14.4267,tmin
2012-07-09,11.8674,tmin
2012-07-16,11.1848,tmin
2012-07-23,13.25,tmin
2012-07-30,13.0982,tmin
2012-08-06,12.7718,tmin
2012-08-13,15.8803,tmin
2012-08-20,14.0813,tmin
2012-08-27,11.8681,tmin
2012-09-03,12.6459,tmin
2012-09-10,11.2681,tmin
2012-09-17,8.6814,tmin
2012-09-24,9.7342,tmin
2012-10-01,9.3585,tmin
2012-10-08,5.3272,tmin
2012-10-15,9.8155,tmin
2012-10-22,5.4907,tmin
2012-10-29,3.8577,tmin
2012-11-05,6.0113,tmin
2012-11-12,2.1147,tmin
2012-11-19,3.4078,tmin
2012-11-26,1.4408,tmin
2012-12-03,-2.4673,tmin
2012-12-10,-0.4668,tmin
2012-12-17,1.8441,tmin
2012-12-24,4.0396,tmin
2012-12-31,6.1024,tmin
2013-01-07,0.6453,tmin
2013-01-14,-5.8426,tmin
2013-01-21,-6.1381,tmin
2013-01-28,2.8614,tmin
2013-02-04,-2.0347,tmin
2013-02-11,-1.8184,tmin
2013-02-18,-2.3102,tmin
2013-02-25,-1.1979,tmin
2013-03-04,-0.2804,tmin
2013-03-11,-3.4948,tmin
2013-03-18,-3.3691,tmin
2013-03-25,-3.6188,tmin
2013-04-01,-2.216,tmin
2013-04-08,3.201,tmin
2013-04-15,5.09,tmin
2013-04-22,4.6761,tmin
2013-04-29,5.3068,tmin
2013-05-06,8.8026,tmin
2013-05-13,7.9512,tmin
2013-05-20,6.1162,tmin
2013-05-27,7.9463,tmin
2013-06-03,8.9683,tmin
2013-06-10,10.4105,tmin
2013-06-17,13.5551,tmin
2013-06-24,9.9937,tmin
2013-07-01,11.7611,tmin
2013-07-08,11.7473,tmin
2013-07-15,13.2644,tmin
2013-07-22,16.6517,tmin
2013-07-29,16.0202,tmin
2013-08-05,13.7316,tmin
2013-08-12,12.7273,tmin
2013-08-19,13.5197,tmin
2013-08-26,12.6082,tmin
2013-09-02,14.3943,tmin
2013-09-09,10.5784,tmin
2013-09-16,9.4168,tmin
2013-09-23,9.6359,tmin
2013-09-30,7.7034,tmin
2013-10-07,7.5212,tmin
2013-10-14,8.4303,tmin
2013-10-21,11.0413,tmin
2013-10-28,8.0363,tmin
2013-11-04,5.4937,tmin
2013-11-11,4.9644,tmin
2013-11-18,1.8308,tmin
2013-11-25,3.6868,tmin
2013-12-02,2.1464,tmin
2013-12-09,2.376,tmin
2013-12-16,4.4755,tmin
2013-12-23,3.5622,tmin
2013-12-30,4.4653,tmin
2014-01-06,5.1633,tmin
2014-01-13,3.0112,tmin
2014-01-20,-1.4554,tmin
2014-01-27,-1.2275,tmin
2014-02-03,2.8226,tmin
2014-02-10,2.655,tmin
2014-02-17,3.6525,tmin
2014-02-24,2.6574,tmin
2014-03-03,1.394,tmin
2014-03-10,3.7294,tmin
2014-03-17,5.3877,tmin
2014-03-24,2.6161,tmin
2014-03-31,7.1055,tmin
2014-04-07,6.7751,tmin
2014-04-14,4.6038,tmin
2014-04-21,9.2212,tmin
2014-04-28,7.337,tmin
2014-05-05,8.9299,tmin
2014-05-12,6.1985,tmin
2014-05-19,12.1307,tmin
2014-05-26,9.6275,tmin
2014-06-02,10.7954,tmin
2014-06-09,12.8611,tmin
2014-06-16,11.7233,tmin
2014-06-23,11.1872,tmin
2014-06-30,12.5326,tmin
2014-07-07,14.6169,tmin
2014-07-14,15.5271,tmin
2014-07-21,17.0744,tmin
2014-07-28,15.969,tmin
2014-08-04,14.5637,tmin
2014-08-11,12.7885,tmin
2014-08-18,9.8322,tmin
2014-08-25,11.1061,tmin
2014-09-01,13.1405,tmin
2014-09-08,12.3918,tmin
2014-09-15,13.9629,tmin
2014-09-22,10.41,tmin
2014-09-29,12.173,tmin
2014-10-06,10.2592,tmin
2014-10-13,10.9647,tmin
2014-10-20,9.7407,tmin
2014-10-27,9.4306,tmin
2014-11-03,6.7749,tmin
2014-11-10,6.6038,tmin
2014-11-17,5.1307,tmin
2014-11-24,1.9731,tmin
2014-12-01,-1.2018,tmin
2014-12-08,1.9029,tmin
2014-12-15,4.3187,tmin
2014-12-22,2.6241,tmin
2014-12-29,2.3831,tmin
2015-01-05,3.0502,tmin
2015-01-12,2.9034,tmin
2015-01-19,-1.8428,tmin
2015-01-26,0.1023,tmin
2015-02-02,-1.933,tmin
2015-02-09,1.1635,tmin
2015-02-16,-0.0511,tmin
2015-02-23,1.8413,tmin
2015-03-02,2.6356,tmin
2015-03-09,1.2149,tmin
2015-03-16,2.1514,tmin
2015-03-23,2.3698,tmin
2015-03-30,1.7463,tmin
2015-04-06,3.4541,tmin
2015-04-13,4.3329,tmin
2015-04-20,4.5206,tmin
2015-04-27,2.8206,tmin
2015-05-04,8.4219,tmin
2015-05-11,7.317,tmin
2015-05-18,7.0097,tmin
2015-05-25,7.1421,tmin
2015-06-01,9.2979,tmin
2015-06-08,10.172,tmin
2015-06-15,8.7827,tmin
2015-06-22,10.7169,tmin
2015-06-29,15.8565,tmin
2015-07-06,12.5767,tmin
2015-07-13,13.4462,tmin
2015-07-20,13.1329,tmin
2015-07-27,10.9012,tmin
2015-08-03,12.9204,tmin
2015-08-10,15.7402,tmin
2015-08-17,13.6775,tmin
2015-08-24,13.6544,tmin
2015-08-31,11.9143,tmin
2015-09-07,10.7105,tmin
2015-09-14,10.932,tmin
2015-09-21,9.059,tmin
2015-09-28,7.2378,tmin
2015-10-05,9.3156,tmin
2015-10-12,4.8579,tmin
2015-10-19,7.0329,tmin
2015-10-26,6.0977,tmin
2015-11-02,8.0622,tmin
2015-11-09,9.9888,tmin
2015-11-16,6.5211,tmin
2015-11-23,3.2048,tmin
2015-11-30,7.0709,tmin
2015-12-07,5.5202,tmin
2015-12-14,7.6206,tmin
2015-12-21,8.1919,tmin
2015-12-28,3.6596,tmin
2016-01-04,-1.6485,tmin
2016-01-11,-0.1115,tmin
2016-01-18,-3.7227,tmin
2016-01-25,5.3858,tmin
2016-02-01,4.7357,tmin
2016-02-08,1.5955,tmin
2016-02-15,-0.2527,tmin
2016-02-22,-0.3016,tmin
2016-02-29,-1.2828,tmin
2016-03-07,-0.2713,tmin
2016-03-14,1.4298,tmin
2016-03-21,2.9169,tmin
2016-03-28,4.4762,tmin
2016-04-04,4.9934,tmin
2016-04-11,5.22,tmin
2016-04-18,2.8759,tmin
2016-04-25,1.9033,tmin
2016-05-02,6.5772,tmin
2016-05-09,10.9596,tmin
2016-05-16,9.0477,tmin
2016-05-23,10.2419,tmin
2016-05-30,14.7111,tmin
2016-06-06,10.4793,tmin
2016-06-13,11.6836,tmin
2016-06-20,13.9294,tmin
2016-06-27,12.4765,tmin
2016-07-04,12.3901,tmin
2016-07-11,13.1214,tmin
2016-07-18,15.9622,tmin
2016-07-25,14.4508,tmin
2016-08-01,13.6401,tmin
2016-08-08,11.8548,tmin
2016-08-15,12.3726,tmin
2016-08-22,16.6617,tmin
2016-08-29,13.2127,tmin
2016-09-05,14.2043,tmin
